source_imageid,destination_imageid,distance
7,1992,10.23
7,2252,10.58
7,2320,13.46
7,2211,14.36
10,1271,26.95
10,2326,27.65
10,464,27.99
12,697,13.31
12,2074,13.36
12,298,14.34
12,2350,14.81
12,1848,15.71
12,639,16.5
13,318,8.49
13,140,10.44
13,661,12.9
13,454,13.57
13,1681,15.59
13,327,15.83
13,1808,16.47
13,2172,17.0
14,2111,12.42
14,1845,12.44
14,1777,12.89
14,470,12.94
20,757,16.88
20,90,17.58
20,712,18.59
20,152,19.51
20,332,19.66
26,1223,18.3
26,1317,20.5
26,1318,20.5
26,112,20.69
26,773,20.9
26,1215,20.98
30,412,25.01
30,253,25.1
30,200,25.96
30,917,26.0
30,861,26.9
30,1004,27.47
30,327,27.76
45,1831,19.79
45,1611,20.71
45,802,20.92
45,1012,21.05
45,241,22.1
45,773,22.34
45,1215,22.62
45,1716,22.68
45,290,22.7
45,298,23.03
45,337,23.39
70,1611,13.47
70,1716,17.46
70,1012,17.91
70,1839,18.26
70,2339,18.48
70,1655,18.91
70,142,19.46
70,2337,19.52
82,1570,16.72
82,264,20.3
82,2181,20.59
82,2313,20.87
82,938,21.07
82,2230,22.63
82,1810,22.99
84,1324,13.51
84,1687,14.7
84,1686,14.72
84,914,15.61
90,152,8.62
90,1140,11.06
90,313,11.33
90,148,14.16
90,1488,14.17
98,2351,12.25
98,1488,13.54
98,152,14.06
98,1186,14.15
98,412,14.98
98,1757,15.27
98,142,15.57
98,639,15.69
98,1126,15.7
98,1400,15.72
98,697,16.35
98,972,16.4
102,1839,16.45
102,90,18.46
102,1638,18.53
104,1517,14.49
104,327,17.97
104,279,18.08
107,984,5.22
107,864,7.92
107,884,9.09
107,494,9.5
107,352,10.16
107,364,10.32
107,1488,12.22
108,2313,17.84
108,2181,19.24
108,1612,19.79
108,191,21.84
108,848,21.97
108,1808,22.51
108,655,22.83
112,681,9.85
112,2033,12.12
112,2322,14.82
122,148,12.89
122,298,13.26
122,697,13.93
122,337,14.89
122,364,16.41
122,2033,16.62
122,2138,17.08
122,875,17.37
122,313,17.66
125,149,8.38
125,443,14.37
125,631,14.93
125,714,15.6
125,322,15.95
125,1655,16.52
125,1517,18.04
125,1672,18.35
125,327,18.37
125,234,18.38
125,697,18.95
125,692,19.04
126,2254,9.97
126,1845,11.79
126,249,12.14
126,638,12.97
126,2176,13.55
126,1045,13.56
126,1751,13.57
126,1849,15.92
126,1285,16.6
126,407,16.84
126,2170,16.97
127,934,25.47
127,498,27.04
127,1324,28.17
139,299,17.67
139,1570,17.84
139,1186,18.36
139,802,18.46
139,1488,18.46
139,1750,18.56
139,697,18.81
140,13,10.44
140,1681,12.44
140,2172,15.36
140,318,15.77
140,314,16.02
140,271,18.73
140,1215,18.85
140,1932,18.88
140,2181,18.88
142,697,7.75
142,2262,11.82
142,1133,11.92
142,188,12.78
142,1488,12.86
142,364,13.35
142,1757,14.35
142,148,14.45
147,464,17.23
147,533,17.81
147,921,18.07
147,217,18.18
147,497,18.42
147,188,18.54
147,1969,18.6
148,1757,11.65
148,1307,12.6
148,313,13.01
148,697,13.39
148,2125,13.96
148,142,14.45
149,125,8.38
149,714,16.88
149,631,17.05
149,1312,18.7
149,1068,20.38
149,1655,20.8
149,692,21.21
151,875,15.98
151,1517,16.3
151,1266,16.78
151,604,18.14
151,1655,20.86
151,298,21.06
151,1434,22.03
151,148,22.12
152,90,8.62
152,1302,9.75
152,1488,10.04
152,364,10.59
152,313,11.38
152,639,11.72
152,697,11.85
152,142,12.15
152,692,12.7
152,2351,12.72
152,1140,12.96
152,1126,13.14
152,148,13.19
157,1452,11.78
157,2365,12.62
157,2105,13.14
157,2007,14.36
157,2241,14.43
157,1922,15.48
157,2255,15.96
161,1585,19.07
161,2033,19.89
161,1430,21.6
161,324,21.73
161,2152,22.71
165,963,13.39
165,817,13.45
165,948,13.49
165,1197,14.39
165,498,14.54
165,635,16.54
165,543,17.9
173,255,7.97
173,470,11.34
173,14,14.17
173,1777,14.21
173,2358,16.89
173,2177,17.33
174,290,14.55
174,1223,15.64
174,298,16.1
174,463,16.36
174,337,17.05
174,998,18.86
174,2337,19.07
174,773,19.11
175,455,22.46
175,961,26.6
175,938,26.99
175,751,27.51
175,540,27.51
175,214,27.54
175,928,27.79
175,620,27.86
175,1414,27.99
181,403,19.3
181,635,19.64
181,498,19.94
181,543,20.64
181,1509,21.34
181,1650,21.36
181,1324,21.37
181,1825,22.69
181,506,22.98
181,165,23.0
182,271,9.4
182,1808,14.03
182,2172,15.75
182,2313,16.81
182,1612,17.06
182,1054,18.62
182,1634,18.68
182,13,18.82
183,1278,11.86
183,1177,14.19
183,1199,14.57
183,1964,15.08
183,706,15.36
184,300,7.51
184,1233,14.93
184,407,16.53
184,1452,16.82
184,1148,18.17
184,2103,18.94
184,1947,19.09
184,1170,19.63
186,196,10.97
186,279,14.48
186,263,16.39
186,875,17.02
186,1727,17.92
186,466,19.1
186,416,20.73
186,1248,21.23
186,1726,22.12
187,2117,13.25
187,2324,14.09
187,14,14.32
187,2147,15.2
188,2133,12.01
188,697,12.2
188,1701,12.77
188,142,12.78
188,364,13.63
189,396,27.39
189,764,28.82
189,1947,29.06
189,1271,29.17
189,1148,29.3
189,1802,29.51
189,324,29.65
189,2220,29.96
189,1418,30.26
191,1725,16.15
191,13,17.26
194,2329,27.39
194,2066,29.57
194,1084,30.33
196,186,10.97
196,1184,14.47
196,263,14.53
196,1517,14.65
196,1726,14.85
196,1727,15.22
196,1638,17.39
196,416,17.81
196,1611,17.87
196,951,18.07
196,466,18.35
196,104,20.01
196,1491,20.14
197,1273,11.91
197,1420,13.31
197,390,13.37
197,677,14.33
198,273,20.33
198,344,21.33
200,327,13.91
200,253,14.76
200,861,15.04
200,416,15.7
200,441,17.34
200,1727,17.34
200,1491,17.57
200,986,19.69
203,208,3.98
203,207,12.35
203,656,14.35
207,203,12.35
207,849,14.93
207,313,15.71
208,203,3.98
208,207,8.73
208,656,12.65
208,2087,13.73
213,352,13.74
213,1005,15.36
213,2025,15.75
213,1749,16.46
214,751,13.13
214,1686,16.83
214,970,16.91
214,817,17.52
214,844,18.76
214,1414,18.8
214,191,19.39
214,961,19.6
214,1001,19.9
214,930,20.04
217,349,16.06
217,207,16.42
217,327,18.32
217,322,18.33
220,1856,8.96
220,2309,14.51
220,349,15.8
227,1011,16.36
227,1233,18.06
227,508,19.11
227,2353,19.65
227,492,20.42
227,2254,21.96
227,2111,22.17
232,1862,20.73
232,220,21.86
232,736,23.2
232,1716,23.28
232,1232,24.0
233,385,1.45
233,436,6.98
233,2355,10.23
233,197,14.6
233,1925,15.65
233,324,16.15
233,2360,16.34
234,313,14.77
234,697,15.32
234,1757,15.45
234,2033,15.69
234,364,15.83
234,148,15.84
234,1701,16.52
234,142,17.4
236,352,18.87
236,2211,19.9
236,1964,20.04
241,1932,19.14
241,790,20.27
241,757,20.68
241,700,21.03
241,1110,21.06
241,1215,21.1
241,290,22.05
241,45,22.1
242,2007,15.2
242,1633,15.25
242,1148,16.47
242,764,16.55
242,2108,16.86
242,1714,17.26
242,1947,17.79
242,1284,18.15
242,1452,18.66
242,1418,19.18
242,2242,21.3
248,1120,16.55
248,661,18.53
248,412,19.4
248,650,19.95
248,849,20.33
249,2254,9.02
249,1751,9.92
249,1044,10.4
249,2214,10.88
249,1220,11.41
249,126,12.14
249,2008,12.94
249,602,12.96
249,2210,14.32
249,1486,14.7
249,1294,14.72
252,938,22.46
252,1542,24.84
252,817,25.22
252,459,26.01
252,1914,26.07
253,327,6.01
253,416,12.0
253,655,14.57
253,200,14.76
253,861,15.21
254,1420,9.18
254,1114,9.34
254,1788,9.57
254,2242,10.8
254,1199,11.13
254,1176,11.69
254,2147,11.91
254,396,12.23
254,1518,12.37
254,1418,12.59
254,1567,12.89
254,1205,13.93
255,470,6.32
255,173,7.97
255,436,11.53
255,1204,12.57
255,1781,13.84
255,999,14.98
255,1177,15.79
255,1845,15.94
255,2213,16.08
255,1285,16.09
255,1777,16.78
256,2317,22.5
256,2289,23.04
258,2302,25.04
258,632,26.26
258,1980,26.93
261,773,16.32
261,1215,16.99
261,2313,17.57
261,2087,19.37
261,796,20.15
262,1202,9.76
262,1715,11.27
262,364,11.39
262,107,11.59
262,697,12.11
262,1413,12.75
262,1277,13.44
262,864,14.13
262,773,14.4
263,1232,14.15
263,196,14.53
263,186,16.39
263,416,18.6
264,327,13.69
264,2087,15.33
264,2074,16.4
265,1217,16.05
265,689,17.86
265,1781,18.17
265,985,18.43
265,2213,20.16
265,1178,20.75
265,2176,20.9
265,249,22.03
265,2271,22.41
265,1119,22.84
265,2210,24.18
267,908,3.37
267,1414,16.54
267,751,16.71
267,970,18.7
267,930,19.2
267,928,19.9
267,817,20.02
267,1825,20.92
267,1686,21.24
267,1687,21.3
269,320,22.39
269,444,25.14
270,264,17.81
270,639,19.04
270,2206,20.36
271,182,9.4
271,1951,10.39
271,1808,11.21
271,2181,12.58
271,2172,14.21
271,1612,17.37
271,655,17.59
272,200,8.45
272,327,10.35
272,253,12.87
272,861,12.89
272,680,13.53
272,1491,15.06
272,416,15.63
272,386,16.11
272,1727,17.74
272,441,18.84
272,264,19.38
272,2313,20.63
273,198,20.33
274,1452,14.1
274,2220,14.66
274,2226,15.06
274,396,17.68
274,2224,18.51
274,292,19.7
274,1170,21.81
274,1660,21.9
274,254,22.28
276,1199,11.26
276,1909,12.97
276,1420,14.03
276,2254,14.14
279,875,13.41
279,186,14.48
279,508,14.86
279,148,16.48
279,697,18.01
279,2262,18.02
279,1175,18.24
279,298,18.27
280,1964,21.19
280,736,21.23
280,1791,22.0
280,2337,22.9
280,2322,23.1
280,2309,23.94
280,1917,24.71
280,2300,25.09
287,1519,10.72
287,1143,17.52
287,689,18.66
287,1423,20.19
290,174,14.55
290,1539,16.17
290,464,16.54
290,337,16.74
290,463,17.95
290,1969,18.69
292,693,10.26
292,1581,13.4
292,2226,15.64
292,804,16.28
292,2108,16.54
292,1199,16.63
292,1751,17.92
292,2176,18.44
292,2224,18.5
292,937,18.51
292,2210,18.55
292,2111,18.62
292,2220,18.99
292,396,19.08
297,470,6.98
297,1845,8.51
297,1285,11.14
297,1432,11.34
297,2271,11.87
297,2214,11.98
298,337,6.53
298,1539,13.74
298,352,15.22
298,697,15.6
298,148,15.9
298,875,16.29
298,998,16.38
298,2033,16.54
299,639,14.49
299,2087,14.74
299,328,15.2
299,773,15.66
299,2065,15.98
299,697,16.14
299,1718,17.01
299,139,17.67
299,1215,17.93
299,1848,18.16
300,184,7.51
300,1233,16.32
300,407,17.67
300,1452,18.5
300,1148,19.37
300,2103,19.74
300,1947,21.17
302,1127,13.8
302,1113,14.04
302,1159,16.14
302,1044,16.16
302,1849,17.34
302,2214,17.75
302,1220,17.86
302,638,18.46
302,1924,19.25
302,2176,19.68
302,1285,19.79
302,1507,20.38
302,2114,20.63
304,1837,24.67
304,623,24.94
304,1703,25.06
304,1585,25.31
304,984,25.95
304,161,25.96
309,2066,18.13
313,2262,9.75
313,677,9.78
313,148,13.01
313,697,14.01
314,332,13.43
314,2196,13.85
314,1972,16.06
314,2172,16.1
314,627,16.42
314,757,16.65
314,2087,16.88
314,437,17.03
317,613,16.72
317,2254,20.72
317,274,20.75
317,2226,20.91
317,1170,21.41
317,638,21.51
318,13,8.49
318,327,13.4
318,454,14.8
318,661,15.04
318,140,15.77
318,1304,16.23
318,1681,17.18
318,1808,17.55
318,271,18.72
320,1750,14.05
320,1777,19.19
320,324,19.79
322,443,3.95
322,368,8.87
322,714,9.87
322,631,12.29
322,1103,12.96
322,125,15.95
322,692,17.24
322,327,17.32
322,1186,17.58
322,217,18.33
324,690,8.44
324,1051,10.37
324,1205,11.93
324,2125,12.57
324,1750,13.06
324,681,13.6
326,1453,17.88
326,299,18.4
326,139,19.98
326,697,22.08
326,1655,22.37
326,1215,22.55
326,2350,22.58
327,253,6.01
327,386,9.46
327,861,12.99
327,416,13.25
327,200,13.91
328,697,9.9
328,1672,11.15
328,639,12.67
328,759,13.89
328,2074,15.1
328,2206,15.13
328,299,15.2
328,1932,15.29
329,759,11.33
329,1715,13.07
329,1672,13.66
329,697,13.77
329,2087,14.16
329,824,14.41
329,1413,15.36
329,364,15.4
329,1215,15.58
330,1591,13.09
330,274,16.04
330,2096,16.15
330,736,17.91
330,1917,19.4
330,2338,19.47
331,1077,11.28
331,610,12.97
331,1862,15.56
332,900,8.31
332,2196,8.9
332,757,10.14
332,2285,11.64
332,549,12.57
332,314,13.43
332,859,13.56
332,147,14.45
332,1694,14.64
334,768,10.48
334,1265,12.45
334,1016,12.86
334,852,12.98
334,612,13.61
334,720,13.87
334,555,14.11
334,630,14.44
337,298,6.53
337,1539,14.94
337,2033,15.93
337,875,16.5
337,998,16.81
337,697,16.91
337,352,16.99
337,1791,17.13
339,2338,11.46
339,2215,16.16
339,828,16.2
339,869,17.02
339,956,17.36
339,1567,17.37
342,1415,18.72
342,299,18.9
342,1215,20.49
342,639,21.09
342,139,21.68
342,2192,22.47
342,326,23.28
344,198,21.33
344,586,22.91
345,1862,19.58
345,1175,19.79
345,1233,21.22
345,610,21.55
345,1507,23.45
345,614,25.0
345,1077,25.1
345,1849,25.11
347,440,30.33
347,738,33.29
347,344,36.22
347,531,36.38
347,1970,38.66
347,1251,39.08
349,984,11.44
349,2292,12.69
349,369,12.7
349,759,14.13
349,364,14.76
352,364,8.57
352,984,12.4
352,2033,12.6
352,1749,12.98
352,213,13.74
352,1750,14.59
363,242,17.98
363,14,18.08
363,2241,20.49
363,391,21.74
364,352,8.57
364,1488,12.03
364,984,12.44
364,773,12.51
364,142,13.35
366,2355,7.48
366,436,9.21
366,1204,9.58
366,413,10.44
366,1278,10.6
366,2194,13.42
366,2213,13.63
366,1256,13.71
366,1781,13.97
366,1647,14.01
366,606,14.16
366,1925,14.41
366,2360,15.87
366,1752,16.24
366,1147,16.27
366,1087,16.88
367,631,16.19
367,1215,17.91
367,1400,19.5
367,714,19.89
367,364,20.73
367,125,21.48
368,322,8.87
368,443,10.72
368,661,10.84
368,1103,11.32
368,1186,12.74
368,1488,14.55
368,1112,14.58
368,1672,14.62
368,692,14.63
368,2351,15.1
368,697,15.3
368,759,15.35
368,1068,15.81
369,2292,9.87
369,2326,11.53
380,2123,13.73
380,1278,14.53
380,1748,15.53
380,1709,16.41
380,1045,16.41
380,2079,16.45
380,2300,17.23
382,661,7.31
382,631,10.67
382,714,10.91
382,1071,12.83
382,692,17.55
382,149,18.23
385,233,1.45
385,436,6.9
385,173,7.46
385,572,9.36
385,1278,13.86
385,2360,15.34
385,1925,16.15
386,655,6.53
386,327,9.46
386,253,10.38
386,680,10.54
386,272,16.11
386,1725,16.81
390,436,6.42
390,1278,8.89
390,606,8.96
390,1273,9.72
390,1285,10.39
390,1295,10.75
390,1717,11.75
390,1147,11.94
390,1781,12.34
390,1087,12.53
390,1925,12.75
390,197,13.37
390,2213,13.78
391,2214,13.94
391,804,16.0
391,1452,16.12
391,2241,16.34
391,1220,16.97
391,1420,17.28
391,396,17.52
391,1818,17.59
391,2176,18.15
392,573,18.37
392,455,23.32
392,768,24.32
392,2287,25.19
392,1073,26.57
392,1492,26.61
392,2229,26.62
392,1999,26.74
396,1418,9.02
396,2220,9.04
396,2224,9.68
396,2226,9.93
396,254,12.23
396,2007,12.41
396,1988,13.0
396,1452,13.01
396,1148,15.13
396,1420,15.56
396,764,15.56
400,984,5.24
400,2025,11.53
400,1188,13.01
400,494,13.04
400,352,13.56
403,543,19.27
403,181,19.3
403,498,19.42
403,1650,20.75
403,635,21.12
403,817,22.4
403,1618,22.74
403,1509,22.92
403,1001,23.43
403,798,23.56
403,165,23.7
403,948,23.83
403,963,25.19
403,506,25.47
403,1811,25.8
406,1442,12.13
406,2252,15.78
407,1420,10.2
407,1233,11.49
407,677,11.58
407,2210,12.89
412,1196,13.59
412,1750,15.06
412,2206,15.41
413,436,7.87
413,1285,8.14
413,1204,9.11
413,985,9.34
413,1256,9.57
413,2355,9.87
413,1087,10.1
413,2254,10.14
413,366,10.44
413,1273,10.51
413,2213,10.66
413,1147,10.97
413,2194,11.58
413,1925,12.43
413,249,12.8
416,441,8.33
416,253,12.0
416,327,13.25
416,951,13.42
416,1727,15.12
416,272,15.63
416,200,15.7
416,1491,17.09
416,986,17.12
416,2074,17.67
416,196,17.81
416,861,18.65
417,876,16.46
417,1510,18.44
418,1415,18.19
418,1757,20.72
418,2350,20.94
418,148,20.95
418,1112,20.95
418,1266,21.02
418,1126,21.91
418,875,22.24
418,1629,22.68
418,326,22.87
418,299,23.0
418,1848,23.12
421,255,12.19
421,173,13.37
421,1278,13.68
421,1147,14.15
421,2178,14.67
421,2177,15.08
421,470,15.87
421,1256,16.09
421,2317,16.53
421,2049,16.53
421,1777,16.66
421,1177,17.4
422,1087,14.07
422,1285,15.43
422,2008,17.26
422,937,17.88
433,436,13.72
436,390,6.42
436,413,7.87
436,366,9.21
436,1925,9.38
436,1278,9.55
436,2355,9.77
436,1273,9.93
436,1204,11.38
436,1087,13.28
436,433,13.72
436,2360,13.75
436,1285,14.14
436,1295,14.16
436,1781,14.38
436,2213,14.38
437,297,7.47
437,572,10.01
437,845,10.35
437,874,10.7
437,1165,12.67
437,2124,15.28
437,14,15.33
437,318,16.84
440,531,23.46
440,1092,26.99
440,347,30.33
440,728,31.67
440,326,33.19
440,738,34.37
440,2370,35.91
440,1404,36.23
440,1000,36.29
440,1552,37.14
441,416,8.33
441,951,9.91
441,1444,14.5
441,1644,15.41
441,1727,15.93
441,253,16.67
441,327,16.85
441,200,17.34
441,272,18.84
441,2074,19.36
441,1172,19.53
441,196,19.74
441,1491,20.74
441,90,21.77
441,264,21.79
441,861,22.19
442,1488,11.53
442,1585,11.58
442,188,12.9
442,697,14.12
443,714,8.35
443,661,9.28
443,631,10.21
443,1103,12.47
443,692,16.0
443,824,17.31
444,943,14.38
444,928,14.47
444,930,14.8
444,941,15.22
444,463,18.05
447,1685,18.82
447,1766,20.09
447,951,20.85
447,1476,20.99
447,1611,21.0
447,188,21.12
447,1757,21.37
447,1517,21.88
449,2230,10.76
449,630,12.82
449,819,15.79
449,444,16.65
449,208,16.78
449,207,17.0
451,327,17.54
451,386,20.16
451,986,20.5
451,469,21.15
451,1491,21.4
451,200,23.17
454,13,13.57
454,771,14.4
454,1808,14.51
454,318,14.8
454,264,16.68
454,2313,17.08
454,182,17.69
454,1304,18.39
454,1681,19.23
454,2181,19.86
454,140,20.0
454,1634,20.08
454,1054,20.15
454,1612,20.29
454,917,20.62
455,632,15.72
455,1807,20.41
455,1815,20.43
455,670,21.02
455,612,21.08
459,802,20.1
459,139,20.4
459,917,20.51
459,1570,21.42
459,1138,22.12
462,214,24.0
462,938,24.92
462,1414,25.86
462,970,25.95
462,817,26.91
462,751,28.55
462,1686,29.55
462,165,29.69
463,1805,13.94
463,1539,15.34
464,1539,12.4
464,639,13.6
464,697,15.06
464,1488,15.24
465,70,24.21
465,1611,26.76
465,1223,27.04
465,1012,27.92
466,2074,17.6
466,196,18.35
466,186,19.1
466,416,19.68
466,1757,20.11
466,1491,21.45
466,1727,21.74
466,102,22.68
466,891,22.69
466,2350,22.74
466,1726,22.8
469,327,20.35
469,917,20.97
469,253,21.93
469,459,22.74
469,2206,24.83
470,255,6.32
470,1781,6.51
470,413,7.37
470,1845,8.83
470,2213,8.98
470,2271,10.53
470,1818,10.94
470,2214,11.01
470,995,11.21
470,173,11.34
470,1273,11.69
470,1087,12.67
470,1147,12.78
470,14,12.94
470,1045,13.32
470,2358,13.4
470,249,13.42
473,627,9.93
473,213,18.85
473,367,19.71
477,891,24.27
477,1757,25.69
477,466,25.99
477,1839,26.15
477,416,26.38
477,1701,27.13
477,1312,27.45
477,1186,27.5
481,1442,5.59
481,406,13.4
481,637,15.48
481,560,16.68
481,1399,19.15
481,256,19.46
482,680,24.8
482,386,25.15
482,1183,25.31
482,2326,25.54
482,10,26.26
482,441,26.26
482,208,26.53
483,2189,12.59
483,2279,14.25
483,505,17.16
483,2287,17.28
483,1911,17.58
483,2229,17.72
483,2230,17.87
491,369,16.0
491,2312,17.02
491,1278,17.07
491,1654,17.13
491,2292,17.22
491,1917,17.56
491,1717,17.78
491,1748,18.57
492,2254,14.36
492,1748,17.02
494,1585,9.36
494,107,9.5
494,1188,10.06
494,864,10.45
494,984,11.58
494,796,11.61
494,1749,11.88
494,352,11.9
494,400,13.04
494,364,13.28
494,1821,13.89
494,697,13.91
494,884,14.12
497,549,15.73
497,2322,17.97
497,904,18.23
497,147,18.42
497,1539,18.77
497,364,19.0
498,543,7.29
498,817,7.79
498,1324,10.36
498,635,11.01
498,798,11.71
498,1618,12.09
498,1001,12.29
498,1650,12.45
498,948,13.04
498,165,14.54
498,1509,15.02
498,963,15.48
501,1725,19.46
501,630,21.08
501,1400,21.67
502,391,16.93
502,1145,23.36
502,2007,24.08
502,2241,25.58
502,2367,25.91
502,1284,26.6
502,1452,26.75
502,242,27.34
502,369,27.46
502,2214,27.69
502,764,27.7
505,483,17.16
505,322,19.5
505,147,19.99
505,563,20.22
505,213,21.42
506,770,3.87
506,1552,5.4
506,1404,8.94
506,1731,9.13
506,1607,10.35
506,1222,16.07
506,1573,16.32
506,1825,16.52
506,1149,17.01
506,1621,17.05
506,2302,17.13
506,1091,17.31
506,2184,18.88
506,327,19.7
506,1073,19.84
506,264,20.38
508,1233,17.01
508,1486,19.41
508,1232,19.8
508,2254,20.31
512,327,18.24
512,1118,18.74
512,986,19.42
512,318,20.54
512,191,21.09
512,1183,21.54
512,861,21.8
512,1295,22.78
512,1273,22.93
512,1087,22.94
512,200,23.45
512,1278,23.51
513,984,13.99
513,2175,14.78
513,352,14.98
519,1170,19.51
519,1424,19.87
519,1176,20.08
521,846,17.87
521,329,18.25
521,535,18.97
521,1413,20.0
521,2138,21.35
521,364,21.67
521,152,21.69
521,1215,21.72
521,1054,21.83
521,1200,22.55
522,1138,15.93
530,839,14.29
530,2312,16.01
530,2334,16.96
530,2318,17.41
530,369,17.52
530,1711,17.88
530,874,18.48
530,2368,19.13
531,1092,19.45
531,264,22.67
531,440,23.46
531,632,23.93
531,455,25.22
531,1999,26.46
533,147,17.81
533,104,20.45
533,904,20.72
533,610,21.35
533,1317,21.79
533,1318,21.79
533,1439,22.34
533,220,23.07
533,505,23.11
535,1215,21.75
535,759,22.7
535,1071,23.62
535,364,23.88
535,443,23.93
540,1743,13.59
540,1762,15.5
540,1763,15.5
540,1773,16.33
540,1850,16.95
540,943,17.91
540,928,18.65
540,1128,18.75
540,930,19.14
540,630,19.56
541,698,23.19
541,573,25.58
541,1663,25.65
541,392,28.16
541,654,28.46
541,1544,28.49
541,455,28.67
541,1073,28.69
541,1091,28.73
541,1573,29.58
541,852,29.66
541,612,29.94
541,1265,30.35
541,1492,30.41
541,555,30.61
541,1493,30.73
541,1495,30.73
543,498,7.29
543,635,7.82
543,817,9.68
543,1324,12.42
543,1650,13.52
543,1811,14.18
543,1618,15.82
543,84,17.16
545,549,5.31
545,900,13.42
545,1446,13.66
545,332,14.7
545,147,15.55
545,757,15.74
545,1694,17.59
545,1105,18.33
545,790,19.71
545,2196,20.02
545,2172,20.19
546,1100,19.56
546,513,21.26
547,2016,5.23
547,1915,6.56
547,2134,8.17
547,2241,9.75
547,2366,11.72
547,1214,12.39
547,2220,15.22
547,804,16.16
547,1751,16.99
547,2226,17.11
547,1922,17.16
547,396,18.19
547,2176,18.21
547,126,19.49
547,1045,19.74
547,242,19.82
547,2170,19.95
547,2271,20.13
547,1249,20.35
549,545,5.31
549,757,11.34
549,900,11.74
549,332,12.57
549,147,13.54
549,1105,16.27
549,533,16.88
549,464,17.52
549,2196,17.7
549,2172,17.82
553,1465,19.07
553,1503,21.41
553,1659,25.39
553,901,25.62
553,324,26.87
555,612,6.82
555,586,12.52
555,852,13.25
555,334,14.11
555,1970,14.18
555,1259,14.7
555,1073,15.06
555,1621,15.83
555,1265,15.91
555,1149,16.66
560,1442,16.45
560,2111,19.5
560,2318,20.37
562,2007,12.61
562,1452,13.54
562,764,16.51
562,925,19.63
562,391,21.53
563,1807,16.91
563,2287,17.45
565,934,16.83
565,844,18.59
565,817,18.68
565,932,20.0
565,84,20.1
565,498,20.84
565,1001,20.96
565,914,22.18
568,30,24.99
568,459,25.75
572,1781,9.47
572,1719,11.06
572,1285,12.38
572,197,12.52
572,985,12.81
573,392,18.37
573,455,20.41
573,872,22.54
573,1474,24.2
573,1073,24.3
573,1999,24.3
573,1265,24.5
573,768,24.57
575,2091,11.17
575,2069,12.05
575,1917,14.15
575,2300,14.19
575,1964,14.75
575,2111,15.84
575,396,15.95
575,1654,16.27
586,852,7.96
586,555,12.52
586,1016,14.79
586,612,15.18
586,630,15.38
586,1621,15.75
586,2229,16.84
586,1259,17.15
586,2302,17.49
586,1607,17.68
586,1149,17.9
586,1573,18.09
586,1073,18.23
586,1404,18.87
589,2033,18.14
589,681,19.04
589,349,19.97
592,1537,19.58
592,1585,20.06
592,1430,20.24
592,161,23.56
592,2329,23.69
592,494,24.64
592,2289,24.91
592,1749,24.97
592,1512,25.22
602,2254,9.8
602,1220,10.09
602,1045,10.83
602,2214,11.27
602,1278,12.01
602,1119,12.66
602,1295,12.81
602,1285,12.93
602,249,12.96
602,995,13.31
602,2170,13.34
602,2176,13.38
602,1087,15.21
604,875,12.9
604,407,16.19
604,1233,16.31
604,151,18.14
604,614,18.41
604,148,18.97
604,638,19.6
604,1660,19.73
606,1278,6.81
606,1256,6.93
606,1295,7.29
606,413,7.35
606,1285,7.99
606,1781,8.67
606,390,8.96
606,1087,9.29
606,1273,9.93
606,2213,10.21
606,602,10.59
606,1147,10.63
606,436,11.76
606,1204,12.51
606,1045,12.62
606,1217,12.62
606,1717,12.63
610,1862,12.91
610,1006,15.32
610,151,17.73
610,1524,17.76
610,1856,18.46
610,407,18.51
610,148,18.65
612,555,6.82
612,1259,11.1
612,852,13.24
612,334,13.61
612,1016,13.72
612,1265,14.92
612,586,15.18
613,1294,16.68
613,317,16.72
613,2254,17.65
613,2354,17.91
613,2271,19.8
614,638,13.0
614,2254,15.06
614,1615,15.12
614,1909,15.75
614,1832,16.28
614,1849,16.5
614,1084,16.8
614,313,17.26
614,407,17.32
614,1233,18.08
615,1120,15.68
615,670,16.59
615,463,16.68
615,790,16.77
615,1972,16.89
615,773,17.3
615,842,17.56
620,1259,13.83
620,612,19.46
623,1084,17.21
623,1512,17.28
623,1138,17.38
623,2033,20.44
627,473,9.93
627,213,11.2
627,1400,13.15
630,1016,9.09
630,768,10.31
630,334,14.44
630,1154,14.8
630,2188,16.84
631,714,6.04
631,661,9.97
631,443,10.21
631,692,13.37
631,759,13.71
631,349,14.53
631,125,14.93
631,1215,15.68
632,455,15.72
635,543,7.82
635,817,10.6
635,498,11.01
635,1650,13.58
635,1618,15.42
635,165,16.54
635,1001,16.67
635,1825,17.22
635,1509,17.72
635,963,18.05
637,610,15.88
637,1077,15.92
637,1271,16.46
637,2242,19.65
637,2218,19.95
638,2254,11.13
638,1044,11.42
638,1220,12.69
638,126,12.97
638,1045,13.25
638,1295,13.41
638,1924,13.82
638,407,14.25
638,1285,14.4
638,1849,14.94
638,2176,15.14
638,602,16.18
639,697,7.04
639,152,11.72
639,1672,11.75
639,328,12.67
643,148,21.99
644,1312,14.18
644,2350,14.29
644,188,15.93
644,1466,17.16
644,327,17.64
644,253,17.98
644,234,18.0
648,1621,21.17
648,1493,22.3
648,1495,22.3
648,1492,22.87
648,1552,23.63
648,1544,24.94
648,1573,25.14
648,1743,25.69
648,1149,25.75
648,555,26.2
648,1663,26.45
648,770,26.78
648,1530,26.93
648,1607,27.7
648,1617,27.77
648,586,27.98
648,1762,28.27
